,<built-in function id>,average,avg_diff,dist_min_max,id,length,max,mean,min,q1,q2,q3,sorted_percentage,std_deviation,target,variance
182,2,62324950.1,177980845.2,3895203067,257,10,2143416482,62324950.1,-1751786585,-770850018.5,-69001538,768047152.3,40,1268622812,2,1.61E+18
183,3,193295332.2,-139674407.6,3992325368,259,10,2028464246,193295332.2,-1963861122,-993938942.8,106792998.5,1753097766,30,1521913545,2,2.32E+18
184,4,289956884.2,282148992.8,4000928746,260,10,2095061453,289956884.2,-1905867293,-848938012,497273597,1343146898,50,1307141322,2,1.71E+18
185,5,-114150302.9,302265281.7,4081539213,261,10,2031265197,-114150302.9,-2050274016,-1651907619,-674483679,1824042210,50,1685816398,2,2.84E+18
186,6,480980780.3,-81363909.78,3390436698,266,10,1970409474,480980780.3,-1420027224,-286523028,390971755,1471533757,50,1067416578,2,1.14E+18
187,7,-119847976.5,-87894530.44,3710380612,267,10,1947676696,-119847976.5,-1762703916,-905944685.3,-544067456.5,1001169059,40,1221159772,2,1.49E+18
188,8,175344281.1,-80210871.44,3728847285,269,10,1908051939,175344281.1,-1820795346,-1069325586,446762619.5,1370828908,40,1396515900,2,1.95E+18
189,9,-439607060,55724008.33,3230464961,271,10,1395715050,-439607060,-1834749911,-986734061.8,-335333971,21096304,50,928080076.7,2,8.61E+17
190,0,-106122772.9,-272538920.9,3477948053,272,10,1953240191,-106122772.9,-1524707862,-1041628436,-648256598.5,1149163828,40,1220413583,2,1.49E+18
191,1,-87217428.5,326485356.1,2938368205,273,10,1503622984,-87217428.5,-1434745221,-658629135.5,-218037800.5,145857785.8,60,906536836.9,2,8.22E+17
192,2,-548927611,109692425.4,2322329735,274,10,884389742,-548927611,-1437939993,-1154548547,-807660331,139187963,50,768947275.4,2,5.91E+17
193,3,322545518.2,66809617.44,3515389461,276,10,1929808851,322545518.2,-1585580610,308970106.5,408025657,896414133,70,985638390.8,2,9.71E+17
194,4,-564872626.4,-306425721.4,4270666094,277,10,2139192194,-564872626.4,-2131473900,-1549378433,-748688126,-174396300,30,1267592932,2,1.61E+18
195,5,420120600.9,-145693077.7,3897015350,278,10,2024056418,420120600.9,-1872958932,-427609708.5,131541619,1729405346,30,1288860443,2,1.66E+18
196,6,-253974592.1,269146195.4,3852989199,279,10,1820008177,-253974592.1,-2032981022,-1474343510,226370893,579497378,50,1299309620,2,1.69E+18
197,7,467483343,202700176.8,4205669000,280,10,2128464756,467483343,-2077204244,-847454389.5,943671670,1661322457,60,1459306851,2,2.13E+18
198,8,964169769.1,73636333,3425955866,281,10,1987335950,964169769.1,-1438619916,186374298.5,1544778263,1885613741,50,1122807348,2,1.26E+18
199,9,-262251105.8,-411879645.4,3832515552,285,10,1980553839,-262251105.8,-1851961713,-1122820181,-874767295,1075711677,40,1431005887,2,2.05E+18
200,0,-111395114,194104884.3,4021235658,290,10,1945374277,-111395114,-2075861381,-809689898.5,-338767226.5,365293840.3,50,1107696361,2,1.23E+18
201,1,304232204.1,35639891.78,2587931741,291,10,1499769784,304232204.1,-1088161957,-51706371.5,255127057,957844593.5,50,800743737.7,2,6.41E+17
202,2,-868849104.2,145268000.1,3786439746,292,10,1640922484,-868849104.2,-2145517262,-2002666338,-942799117,-216874330.5,30,1190195976,2,1.42E+18
203,3,304208298.2,-45435687.33,3257581956,293,10,1897612062,304208298.2,-1359969894,-903334244.5,872417612,1117214268,40,1116153446,2,1.25E+18
204,4,234917645.1,-101939812,3118218278,294,10,1642550992,234917645.1,-1475667286,-500896550,757793745.5,819222033,40,959357043.1,2,9.20E+17
205,5,-149925629.9,390078734.3,3510708609,295,10,1533344723,-149925629.9,-1977363886,-1465538141,34933949,921580801,60,1280649566,2,1.64E+18
206,6,-369180419,21713585.33,2305191115,297,10,1186354333,-369180419,-1118836782,-818059112.3,-641916591.5,-510303858,40,793598342.3,2,6.30E+17
207,7,-851401101.3,66392750.44,2712226714,300,10,761312073,-851401101.3,-1950914641,-1879278322,-1050260967,75014820,40,1037084659,2,1.08E+18
208,8,393357134.2,-366085219.4,3490708838,301,10,1995534839,393357134.2,-1495173999,-246785305.3,232530613,1434225339,40,1114144738,2,1.24E+18
209,9,818811718.7,-72166311.56,2650675153,302,10,2066646399,818811718.7,-584028754,121313633,630698578,1800895449,50,950184557.2,2,9.03E+17
210,0,46322769.2,-139205508.3,3492355315,303,10,1489236662,46322769.2,-2003118653,-970221569.3,378107864,957269912.5,50,1149183922,2,1.32E+18
211,1,537669394.3,87865087.44,2993693448,304,10,1989732927,537669394.3,-1003960521,-129728152,341754645.5,1647397667,40,1073097971,2,1.15E+18
212,2,-23608091.7,-302599875.9,3426254873,305,10,1678636047,-23608091.7,-1747618826,-1376807255,238529477,1212541836,50,1316184253,2,1.73E+18
213,3,181861752,-250703380.8,3776072486,306,10,2132729908,181861752,-1643342578,-452591531,-146287929.5,1233899682,30,1254447067,2,1.57E+18
214,4,216855549.4,279678436.3,3604306803,308,10,1589260905,216855549.4,-2015045898,68677855.5,457139597.5,757160426.3,50,954739936,2,9.12E+17
215,5,970246740.8,-33368454,3363187982,309,10,2103552088,970246740.8,-1259635894,335540770.3,1677492267,1875989763,40,1214928725,2,1.48E+18
216,6,57706010.2,100773320.2,3823503840,310,10,1796239459,57706010.2,-2027264381,-310492784.5,248588664.5,849177822.3,50,1140508987,2,1.30E+18
217,7,95465476.5,-379847799.4,3527652712,312,10,1478415182,95465476.5,-2049237530,-471153270.5,253844094,1113295337,30,1242564454,2,1.54E+18
218,8,-137779834.4,184363774.1,3252034172,313,10,1696054822,-137779834.4,-1555979350,-1419051346,-72843003,939286280.8,50,1183717928,2,1.40E+18
219,9,-127704952.1,181597683.7,3992595214,314,10,1883000761,-127704952.1,-2109594453,-1760039468,-11432541.5,1388493185,50,1547042396,2,2.39E+18
220,0,165152062.1,-12788139.22,3475172314,315,10,1628617984,165152062.1,-1846554330,-196217954.5,293631260,696297633,40,890369670,2,7.93E+17
221,1,310841264.3,-28791781.67,3554181321,316,10,1898183092,310841264.3,-1655998229,-323459768.8,371724662.5,1179591033,50,1133548497,2,1.28E+18
222,2,420270447.8,35230060.22,3288431901,317,10,1939021318,420270447.8,-1349410583,-22141807,142696346.5,1142004486,40,929862095.6,2,8.65E+17
223,3,-413955708.1,203532563.2,3983485672,318,10,1966159030,-413955708.1,-2017326642,-1418503711,-614725557.5,448901996,70,1285248479,2,1.65E+18
224,4,-137046182.2,-446439927.1,4020072600,319,10,1907992734,-137046182.2,-2112079866,-1668105217,8078358,1282759249,30,1523628729,2,2.32E+18
225,5,273684066.3,112547161.6,3360460454,320,10,2028849566,273684066.3,-1331610888,-618519684,534162747,836418866.8,60,1082041827,2,1.17E+18
226,6,450728524.2,-7167421.556,3653058538,321,10,2118347422,450728524.2,-1534711116,-860188325.5,494213750,1968410729,40,1452928280,2,2.11E+18
227,7,-190104197.8,-269374659.1,3585469994,322,10,1802751785,-190104197.8,-1782718209,-1140189776,-331039664.5,511198430.8,30,1149652431,2,1.32E+18
228,8,-184246333.8,-49367658.11,3187889700,323,10,1532780284,-184246333.8,-1655109416,-1556733687,160813841.5,823552477,60,1217372699,2,1.48E+18
229,9,179742765.8,-75953272.67,3877537742,324,10,2020647412,179742765.8,-1856890330,-1021361696,378416542.5,1304096710,40,1345578502,2,1.81E+18
230,0,-699292865.3,-226300351.7,3226682773,325,10,1117508669,-699292865.3,-2109174104,-1503696276,-1123409142,261733397.3,60,1088184836,2,1.18E+18
231,1,249262573.5,181127368,3555541773,326,10,1820202746,249262573.5,-1735339027,-456872377.5,83855678.5,1326072671,50,1093640118,2,1.20E+18
232,2,169251699.8,4075186.889,3491614021,327,10,2078039919,169251699.8,-1413574102,-1075066292,99301124,1094682454,30,1298824159,2,1.69E+18
233,3,557927440.5,88601529.44,3298759762,328,10,1871369186,557927440.5,-1427390576,-201709480.8,966626437.5,1451696641,60,1151447902,2,1.33E+18
234,4,-202733250.8,-82174624.44,3659691330,329,10,1836013015,-202733250.8,-1823678315,-1268647197,-522655069,873653892.5,40,1299357604,2,1.69E+18
235,5,-42329387.5,62432443.89,3554811132,330,10,1779894849,-42329387.5,-1774916283,-1055907058,-351719584,1080826883,50,1189787372,2,1.42E+18
236,6,420439038.1,305667362,4197405767,331,10,2071061798,420439038.1,-2126343969,-112862712.5,641400868.5,944930214.3,50,1175930709,2,1.38E+18
237,7,234685101.9,57684206.44,3952388558,332,10,1975658728,234685101.9,-1976729830,-306169252.5,228319814,1069977065,40,1137284200,2,1.29E+18
238,8,-19758535.5,104105765.4,2588122119,333,10,1375371243,-19758535.5,-1212750876,-918797846,33019982.5,517890803.8,60,920067320.2,2,8.47E+17
239,9,-364225155.4,112007576.4,1754973390,335,10,704173076,-364225155.4,-1050800314,-989474547,-453868452,33341447,50,634725650.8,2,4.03E+17
240,0,-161569743,70044051,3013459105,336,10,921284608,-161569743,-2092174497,-788060248.5,114010944.5,827596297.5,50,1053001231,2,1.11E+18
241,1,250910615.6,-279463434.8,2857457568,338,10,1668230971,250910615.6,-1189226597,-864099709.5,63065312.5,1524311583,50,1185425265,2,1.41E+18
242,2,-390006372.3,-88220232.78,3122729740,339,10,1553202371,-390006372.3,-1569527369,-996896406,-290711364,-54564821,30,864858020.9,2,7.48E+17
243,3,24163747.2,-191098386.9,2588271024,341,10,1384202211,24163747.2,-1204068813,-863664177.3,-37197427.5,928988428,40,912075269.1,2,8.32E+17
244,4,-410774134.4,46195822.33,2522272071,342,10,873471651,-410774134.4,-1648800420,-1109328613,-487998741,184265961.8,30,814180933.6,2,6.63E+17
245,5,466061285.6,381406536,3432658824,343,10,2144204136,466061285.6,-1288454688,-399169184,620591538,957450613.8,50,1072371770,2,1.15E+18
246,6,79515279.3,229892558.7,4057199541,344,10,2096442256,79515279.3,-1960757285,-1156862367,644080428.5,997151850.3,50,1285265861,2,1.65E+18
247,7,-475184868.3,-198375680.4,3572327356,345,10,1570398788,-475184868.3,-2001928568,-1258006649,-834678483,438602812,40,1166772110,2,1.36E+18
248,8,205901880.9,-120293922.7,3384874525,346,10,2018337047,205901880.9,-1366537478,-1116250155,536646611,1059179042,40,1217133249,2,1.48E+18
249,9,349447824.8,-17383335.56,3562586948,347,10,2001387417,349447824.8,-1561199531,-525543369.3,253230355.5,1561656284,40,1234139080,2,1.52E+18
250,0,2343848.2,-200379661,3053663101,348,10,1536328563,2343848.2,-1517334538,-738660022.3,-229278307.5,887051237.8,40,1036511943,2,1.07E+18
251,1,78147454.4,31198198.44,4261689645,349,10,2132932431,78147454.4,-2128757214,-1467455273,551133801,1066608473,50,1499859309,2,2.25E+18
252,2,259923037.6,357118777.3,3748520226,350,10,1616169860,259923037.6,-2132350366,-87847892,707557357,1167757201,60,1190224960,2,1.42E+18
253,3,-330171516.2,240919493.3,4088566028,351,10,2104594605,-330171516.2,-1983971423,-1675098386,-491696983,816752891.8,50,1367766497,2,1.87E+18
254,4,-779621513.7,-231721299.2,2955078311,352,10,953838882,-779621513.7,-2001239429,-1436826011,-1072082962,-195396859,50,1005141556,2,1.01E+18
255,5,-263974193.2,421749102.6,3875451489,354,10,1749698453,-263974193.2,-2125753036,-677235760.5,-159172263.5,287237164.5,50,1135526831,2,1.29E+18
256,6,-185489490.9,396991983.7,4185235168,356,10,2131627527,-185489490.9,-2053607641,-1305566770,-311046376.5,421839844,50,1319482834,2,1.74E+18
257,7,391651296.6,-110085566.8,4143216957,359,10,2126760689,391651296.6,-2016456268,-68645118.5,667667865.5,1247948684,40,1212195034,2,1.47E+18
258,8,297795745.3,-182910318.8,4083558334,360,10,2062962034,297795745.3,-2020596300,-259816876.8,437827556,1199844259,40,1216563207,2,1.48E+18
259,9,-244093444.6,-179472666.8,3503684593,361,10,1633151581,-244093444.6,-1870533012,-977412456,-356286777.5,363224138.5,30,1160019932,2,1.35E+18
260,0,-366607270.4,-304300877.6,3243100699,362,10,1232373646,-366607270.4,-2010727053,-1572571614,-550242544,962169907.8,50,1251701321,2,1.57E+18
261,1,162915585,-190668779.9,3838311411,364,10,1949757775,162915585,-1888553636,-562037336.3,-76202992,1351286373,30,1229569186,2,1.51E+18
262,2,-18057169.8,-387684180.8,3798082392,365,10,2041003860,-18057169.8,-1757078532,-1602351071,56739184,1418163800,40,1468191368,2,2.16E+18
263,3,-51730209.3,98233916.78,3331937144,366,10,1895456540,-51730209.3,-1436480604,-781353868.3,-179953365.5,685070689.5,50,1017704400,2,1.04E+18
264,4,-451888416,13144229.67,2373183844,368,10,839895279,-451888416,-1533288565,-941156166.5,-509087892.5,-276933244.8,50,722124903.6,2,5.21E+17
265,5,-493550406.1,98018876.67,3791259257,369,10,1953218397,-493550406.1,-1838040860,-1401377335,-606768599.5,201663205.8,50,1146142983,2,1.31E+18
266,6,46371898,-182280949.8,3468934468,371,10,1876081858,46371898,-1592852610,-941334322.8,44736717.5,935630109.8,40,1181977899,2,1.40E+18
267,7,-247098783,23060395.11,3740728325,372,10,2145917878,-247098783,-1594810447,-1114354843,-805168975,643658960,50,1316849662,2,1.73E+18
268,8,67873403.9,14464088.33,3363681143,373,10,1422293509,67873403.9,-1941387634,-158494914.3,172189287,743297399.8,40,972933256.4,2,9.47E+17
269,9,64287782.5,141341945.1,4105393505,375,10,2048356416,64287782.5,-2057037089,-1409477661,269871028.5,1266006106,40,1448754062,2,2.10E+18
270,0,289394421.6,422640627.7,3803765649,377,10,1763633482,289394421.6,-2040132167,-492234260.5,693521340.5,1348976019,70,1293474076,2,1.67E+18
271,1,-39474166.1,84660038.67,3858601864,378,10,2059101320,-39474166.1,-1799500544,-705127817.8,-357187347.5,883167625.5,50,1133413757,2,1.28E+18
272,2,434435079.1,15340680.33,3311291022,380,10,2030527760,434435079.1,-1280763262,-712597854.3,526951445,1436726574,40,1192921590,2,1.42E+18
273,3,59427697.3,-161251862.1,3314149573,382,10,1381712550,59427697.3,-1932437023,-498784009.3,251497488.5,433886951.3,40,944677357.2,2,8.92E+17
274,4,-155345822.2,102847120.4,3560945456,383,10,1980124734,-155345822.2,-1580820722,-1453826218,-538731663.5,958075653.8,40,1343915195,2,1.81E+18
275,5,-195747539.9,-269133421.1,3998217504,384,10,1925162253,-195747539.9,-2073055251,-1240328766,-587642680.5,1080431727,50,1366226980,2,1.87E+18
276,6,-622813360.8,-400401284.3,4228392401,385,10,2141906793,-622813360.8,-2086485608,-1946149925,-1246131367,628617245.8,20,1559502175,2,2.43E+18
277,7,-141195276.7,154521715.7,3625953502,386,10,1768870458,-141195276.7,-1857083044,-558920979,-269106990,346720059,50,1114904632,2,1.24E+18
278,8,167866336.5,-273295595,3834019477,388,10,1863768144,167866336.5,-1970251333,-981193193.8,510798088,1391827550,50,1411398387,2,1.99E+18
279,9,-526895262.5,139876644.4,3216561675,389,10,1083821059,-526895262.5,-2132740616,-993020479,-680255095.5,-62528599.5,50,981598640.5,2,9.64E+17
280,0,-302284937.9,59946819.22,3129084514,390,10,1535864852,-302284937.9,-1593219662,-682122934.3,-511582326.5,156452895.3,40,839528158.5,2,7.05E+17
281,1,84360994.9,-184216786.7,2973357473,391,10,1542651376,84360994.9,-1430706097,-819264414.5,-210424505.5,1341081404,50,1141665540,2,1.30E+18
282,2,-165576993.8,-76092369.56,3198282799,392,10,1058156155,-165576993.8,-2140126644,-829444164.5,81495047,674555447.3,50,1035530096,2,1.07E+18
283,3,-384611263.4,194377033.1,3320075588,393,10,1690227593,-384611263.4,-1629847995,-1524683822,-959520766.5,760988975.3,50,1285708688,2,1.65E+18
284,4,133297831.8,329775247,3384098070,394,10,1588698727,133297831.8,-1795399343,-784756165.5,734047468.5,901108512.5,40,1172912740,2,1.38E+18
285,5,-116843633.8,-149084600,3895652028,395,10,2008349172,-116843633.8,-1887302856,-919743016,-173015208.5,762661443,40,1180628413,2,1.39E+18
286,6,-62880048.9,-140099038.6,3809842649,396,10,1955164660,-62880048.9,-1854677989,-1064892980,-96510761.5,423805027.8,30,1224254670,2,1.50E+18
287,7,336979644.9,-153481177.7,3188934623,397,10,1549840719,336979644.9,-1639093904,96039091.5,420765398.5,1041419816,50,939603533.4,2,8.83E+17
288,8,-127335347.7,173094719,3173437645,400,10,1142832322,-127335347.7,-2030605323,-575218512.5,-373156714,712250113.3,40,932821800.9,2,8.70E+17
289,9,538267521.2,-159670789.2,4068611881,401,10,2000540809,538267521.2,-2068071072,-103238827.5,831731224.5,1481277937,50,1229422205,2,1.51E+18
290,0,-521801599.8,-338781273.9,3560733294,402,10,1465195186,-521801599.8,-2095538108,-1633715646,-553320493,569948250,40,1223205098,2,1.50E+18
291,1,-121424509.6,-221627525,3283311499,403,10,1535012243,-121424509.6,-1748299256,-749093916.3,233084724.5,474898420.3,40,974771521.6,2,9.50E+17
292,2,663707101.6,-146693327.7,2580912235,404,10,1829991002,663707101.6,-750921233,-414732276.3,749671351,1710986476,40,1016547172,2,1.03E+18
293,3,-42314141.8,394825208.3,3765990145,405,10,1791237206,-42314141.8,-1974752939,-1030552780,14786170.5,808536670,50,1249069389,2,1.56E+18
294,4,-331175677.5,18559746.89,3348371897,406,10,1428502270,-331175677.5,-1919869627,-1729421055,-444915062.5,1039798731,60,1354080952,2,1.83E+18
295,5,704543908.7,-260080577.2,3017503236,408,10,2050603331,704543908.7,-966899905,-333949817,1029013504,1551259852,30,1032082819,2,1.07E+18
296,6,158143618,-37224029.33,3520857133,409,10,1767181352,158143618,-1753675781,-912937965,236582168.5,1320840211,40,1261848184,2,1.59E+18
297,7,-140031208.2,-171993774.3,3266039814,412,10,1678955062,-140031208.2,-1587084752,-772524757.8,-243453376.5,88613753.25,50,1021403736,2,1.04E+18
298,8,16063942,-298380184.8,4036080861,413,10,1958795539,16063942,-2077285322,-745072812.8,-208495714.5,1188326358,40,1346264124,2,1.81E+18
299,9,528730212.8,210691907.9,3522520053,414,10,2100451888,528730212.8,-1422068165,-296688909.3,763271532,1425662574,60,1074574834,2,1.15E+18
300,0,-71229517.5,-18290146.11,3923368690,415,10,2024201878,-71229517.5,-1899166812,-1116529359,339661811,690324827.3,40,1213061831,2,1.47E+18
301,1,-506383295,-51062442.33,3941374520,416,10,1843819789,-506383295,-2097554731,-1442234387,-653233943,218101282.5,60,1185166091,2,1.40E+18
302,2,267795774.3,263205541,2848608649,417,10,1956264857,267795774.3,-892343792,-416311313.5,-197670458.5,919780904.3,60,1009659142,2,1.02E+18
303,3,-339784686.8,9348078.556,3873067225,419,10,1796701687,-339784686.8,-2076365538,-1793188439,-718979494,1341144790,50,1576232872,2,2.48E+18
304,4,507209295.3,118897140.3,2513750871,421,10,1589169790,507209295.3,-924581081,302242934.8,627066943.5,744896135,60,728379313.2,2,5.31E+17
305,5,-161126510.2,-236244223.6,4024690407,422,10,1925682063,-161126510.2,-2099008344,-1872420936,323929667,1177570006,40,1526760500,2,2.33E+18
306,6,309408746.4,354219925,3187979325,423,10,1842885730,309408746.4,-1345093595,-487831189.3,152608109,1464383767,60,1112628590,2,1.24E+18
307,7,-518289857.4,333100742.2,3313735895,424,10,1195406238,-518289857.4,-2118329657,-1654468271,-567560116.5,527496256.5,60,1191363757,2,1.42E+18
308,8,533611649.6,112813534,3765623143,425,10,2073782182,533611649.6,-1691840961,-814116723,1006890911,1725844320,30,1357645499,2,1.84E+18
309,9,249496373.6,27474355,3604220017,426,10,1995676275,249496373.6,-1608543742,-698195794,671569498.5,986117273,50,1133782312,2,1.29E+18
310,0,124072277.4,-6272148.889,3757558347,427,10,1832040401,124072277.4,-1925517946,-1486292002,625538116,1527588665,40,1533776727,2,2.35E+18
311,1,-177641909.9,97164154,4124515241,428,10,1982180583,-177641909.9,-2142334658,-712113373,-124577744,546177171.5,60,1210258745,2,1.46E+18
312,2,58346134.1,425630329.9,3830672969,429,10,2080863001,58346134.1,-1749809968,-1136859748,302567924,862513279,70,1292903354,2,1.67E+18
